block,representation,profile,concentration,estimator,a0
block_2,intervals_24_decimal6,sparse_N16_antipodal_k6,6.0,fourier_M8,0.01756174766556124
block_2,intervals_24_decimal6,sparse_N16_antipodal_k6,6.0,fourier_M12,0.011520952966619352
block_2,intervals_24_decimal6,sparse_N16_antipodal_k6,6.0,unweighted_mean_g,0.016203703703703703
block_2,intervals_24_decimal6,sparse_N16_antipodal_k6,6.0,density_weighted_mean_g,0.01491190552953035
block_2,intervals_24_decimal6,sparse_N16_antipodal_k6,6.0,mirror_even_mean_g,0.0162037037037037
block_2,moments_m1_m3,unimodal_k9,9.0,fourier_M2,-0.02639283307756567
block_2,moments_m1_m3,unimodal_k9,9.0,fourier_M4,-0.03943602534575904
block_2,moments_m1_m3,unimodal_k9,9.0,fourier_M6,-0.04417039202969003
block_2,moments_m1_m3,unimodal_k9,9.0,fourier_M8,-0.04554101281577278
block_2,moments_m1_m3,unimodal_k9,9.0,fourier_M12,-0.038899152164783145
block_2,moments_m1_m3,unimodal_k9,9.0,unweighted_mean_g,-0.02777777777777779
block_2,moments_m1_m3,unimodal_k9,9.0,density_weighted_mean_g,-0.04025144260679684
block_2,moments_m1_m3,unimodal_k9,9.0,mirror_even_mean_g,-0.02777777777777779
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,fourier_M2,0.03657094843094524
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,fourier_M4,0.04283707671818194
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,fourier_M6,0.04136689412313599
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,fourier_M8,0.04209886675531689
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,fourier_M12,0.042267105383043437
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,unweighted_mean_g,0.03703703703703706
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,density_weighted_mean_g,0.03887728995504368
block_2,moments_m1_m3,bimodal_equal_sep2_k6,6.0,mirror_even_mean_g,0.03703703703703704
block_2,moments_m1_m3,antipodal_equal_k6,6.0,fourier_M2,0.014330312499832444
block_2,moments_m1_m3,antipodal_equal_k6,6.0,fourier_M4,0.01039776092196961
block_2,moments_m1_m3,antipodal_equal_k6,6.0,fourier_M6,0.010529120851391455
block_2,moments_m1_m3,antipodal_equal_k6,6.0,fourier_M8,0.009091452546849895
block_2,moments_m1_m3,antipodal_equal_k6,6.0,fourier_M12,0.012071850406905164
block_2,moments_m1_m3,antipodal_equal_k6,6.0,unweighted_mean_g,0.013888888888888888
block_2,moments_m1_m3,antipodal_equal_k6,6.0,density_weighted_mean_g,0.011415448439289154
block_2,moments_m1_m3,antipodal_equal_k6,6.0,mirror_even_mean_g,0.013888888888888886
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,fourier_M2,0.023786108802145545
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,fourier_M4,0.03262782594328775
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,fourier_M6,0.030960182180008067
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,fourier_M8,0.03285617423749534
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,fourier_M12,0.029774214757849325
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,unweighted_mean_g,0.03240740740740741
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,density_weighted_mean_g,0.03296580009926689
block_2,moments_m1_m3,asymmetric_w075_sep2_k6,6.0,mirror_even_mean_g,0.0324074074074074
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,fourier_M2,0.14539747185271604
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,fourier_M4,0.14355366369227016
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,fourier_M6,0.14280002392746166
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,fourier_M8,0.14281551804842177
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,fourier_M12,0.13892945052604466
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,unweighted_mean_g,0.14351851851851852
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,density_weighted_mean_g,0.1423601616282017
block_2,moments_m1_m3,sparse_N8_unimodal_k6,6.0,mirror_even_mean_g,0.14351851851851852
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M2,0.00030529086221610266
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M4,-0.0010747296741918573
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M6,-0.0005566550286185773
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M8,-0.0017517140015386387
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,fourier_M12,-0.003446995927495931
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,unweighted_mean_g,-1.1564823173178713e-18
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,density_weighted_mean_g,-0.0020927201940266612
block_2,moments_m1_m3,sparse_N16_antipodal_k6,6.0,mirror_even_mean_g,1.5419764230904951e-18
block_2,centers_24_standard,unimodal_k9,9.0,fourier_M2,-0.2555044314579869
block_2,centers_24_standard,unimodal_k9,9.0,fourier_M4,-0.2592848038982227
block_2,centers_24_standard,unimodal_k9,9.0,fourier_M6,-0.26208519931038554
block_2,centers_24_standard,unimodal_k9,9.0,fourier_M8,-0.257800091721031
block_2,centers_24_standard,unimodal_k9,9.0,fourier_M12,-0.2704545625262398
block_2,centers_24_standard,unimodal_k9,9.0,unweighted_mean_g,-0.2546296296296296
block_2,centers_24_standard,unimodal_k9,9.0,density_weighted_mean_g,-0.26272833514906835
block_2,centers_24_standard,unimodal_k9,9.0,mirror_even_mean_g,-0.25462962962962965
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M2,-0.0673544674114373
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M4,-0.06470295872679328
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M6,-0.06344914597974702
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M8,-0.07097646166468795
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,fourier_M12,-0.07274427434677681
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,unweighted_mean_g,-0.06944444444444445
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,density_weighted_mean_g,-0.06916195854495678
block_2,centers_24_standard,bimodal_equal_sep2_k6,6.0,mirror_even_mean_g,-0.06944444444444445
block_2,centers_24_standard,antipodal_equal_k6,6.0,fourier_M2,0.15291478618015605
block_2,centers_24_standard,antipodal_equal_k6,6.0,fourier_M4,0.14886854483169992
block_2,centers_24_standard,antipodal_equal_k6,6.0,fourier_M6,0.1493686289179815
block_2,centers_24_standard,antipodal_equal_k6,6.0,fourier_M8,0.15150570794596846
block_2,centers_24_standard,antipodal_equal_k6,6.0,fourier_M12,0.15647168044618173
block_2,centers_24_standard,antipodal_equal_k6,6.0,unweighted_mean_g,0.1527777777777778
block_2,centers_24_standard,antipodal_equal_k6,6.0,density_weighted_mean_g,0.151362936580544
block_2,centers_24_standard,antipodal_equal_k6,6.0,mirror_even_mean_g,0.1527777777777778
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M2,-0.3311195292214612
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M4,-0.33902629609188534
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M6,-0.34094314374974616
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M8,-0.35552945588655277
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,fourier_M12,-0.36967633315675946
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,unweighted_mean_g,-0.3310185185185186
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,density_weighted_mean_g,-0.35400333930390837
block_2,centers_24_standard,asymmetric_w075_sep2_k6,6.0,mirror_even_mean_g,-0.3310185185185185
block_2,centers_24_standard,sparse_N8_unimodal_k6,6.0,fourier_M2,0.045697502615384446
